Abandono,Género,AdultoMayor,Pareja,Dependientes,PermanenciaMeses,ServicioTeléfono,LíneasMúltiples,SeguridadEnLínea,RespaldoEnLínea,ProtecciónDispositivo,SoporteTécnico,StreamingTV,StreamingPelículas,FacturaciónElectrónica,CargoMensual,CargoTotal,Internet_DSL,Internet_FibraÓptica,Contrato_Mensual,Contrato_1Año,Contrato_2Años,Pago_TransferenciaAutomática,Pago_TarjetaAutomática,Pago_ChequeElectrónico,Pago_ChequeCorreo,CargoDiario,Abandono_Label
0,1,0,1,1,0.5149963290787917,1,0,0,0,0,0,0,0,0,-1.5109152619595787,-0.6067814932404798,0,0,0,0,1,0,0,1,0,-1.5109152619595783,Permanencia
0,1,1,1,0,1.4917940383647736,1,1,1,0,1,1,1,1,1,1.5211983790031114,2.3514593799204215,0,1,0,1,0,0,0,0,1,1.5211983790031114,Permanencia
0,1,0,1,0,-0.29900176199286005,0,0,0,0,1,0,1,0,1,-0.8835814052086772,-0.577359647505088,1,0,0,1,0,0,1,0,0,-0.883581405208677,Permanencia
0,0,0,0,0,0.14869718809654842,1,1,0,1,1,0,1,1,1,1.3303428405736044,0.7089308061184426,0,1,0,1,0,1,0,0,0,1.3303428405736042,Permanencia
0,0,1,0,0,-0.990900139403764,1,0,0,0,1,0,0,0,1,0.3096806133201536,-0.7406795633001231,0,1,1,0,0,1,0,0,0,0.30968061332015373,Permanencia
0,0,0,0,0,-1.2350995667252596,1,0,0,0,0,0,0,0,1,0.1652942494647876,-0.9457723245395603,0,1,1,0,0,0,0,1,0,0.16529424946478755,Permanencia
0,1,0,0,0,-1.1129998530645118,1,0,0,0,1,1,0,0,0,-0.28446097587779,-0.8768493350919593,1,0,1,0,0,0,0,1,0,-0.28446097587778985,Permanencia
1,0,0,0,0,-1.1943996621716768,1,0,0,0,0,0,0,1,1,-0.31267440329780416,-0.91888684481584,1,0,1,0,0,0,0,1,0,-0.31267440329780394,Abandono
1,0,0,1,0,0.7998956609538698,1,1,0,1,1,0,1,1,1,1.3386409074618437,1.4757514451949834,0,1,1,0,0,0,0,1,0,1.3386409074618437,Abandono
0,1,0,0,0,-0.787400616635851,1,0,0,0,0,0,0,0,1,-1.4710845408960296,-0.8944053989640521,0,0,1,0,0,0,0,1,0,-1.4710845408960291,Permanencia
0,0,0,1,1,0.2300969972037136,1,0,0,0,0,0,0,0,0,-1.4976383549383956,-0.6688011560650091,0,0,0,1,0,0,1,0,0,-1.4976383549383954,Permanencia
0,0,0,0,0,1.166194801936113,1,1,0,1,1,0,1,1,1,1.3021294131535905,1.8278211029716402,0,1,0,1,0,0,0,1,0,1.3021294131535905,Permanencia
1,1,0,0,0,-0.6653009029751032,1,0,0,0,0,0,0,0,0,-1.4760633810289732,-0.860969478323232,0,0,1,0,0,1,0,0,0,-1.4760633810289727,Abandono
1,0,0,1,1,0.10799728354296582,1,1,1,0,1,1,1,0,0,0.24993453172482977,0.12759571624328597,1,0,1,0,0,0,0,1,0,0.24993453172482977,Abandono
0,0,0,0,1,-0.5839010938679381,1,1,1,0,0,0,0,0,0,-0.23467257454835339,-0.5675229584511263,1,0,1,0,0,0,0,0,1,-0.2346725745483532,Permanencia
0,1,1,1,1,1.573193847471939,1,1,1,1,0,0,1,1,1,1.3403005208394916,2.3241107377076133,0,1,1,0,0,0,1,0,0,1.3403005208394914,Permanencia
0,1,0,1,1,-0.3804015711000252,1,1,0,1,0,1,0,0,0,-0.16662842606478986,-0.3815963021172781,1,0,0,0,1,0,0,0,1,-0.1666284260647898,Permanencia
1,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,0.1652942494647876,-0.9746648417159947,0,1,1,0,0,1,0,0,0,0.16529424946478755,Abandono
0,0,1,0,0,0.5556962336323743,1,1,0,0,1,1,0,1,1,0.14537888893301268,0.43054809482000467,1,0,0,1,0,0,1,0,0,0.14537888893301287,Permanencia
0,1,0,0,0,-0.2583018574392774,0,0,0,0,1,1,0,0,0,-0.9615832339581281,-0.5543779659036799,1,0,1,0,0,0,0,1,0,-0.9615832339581277,Permanencia
1,1,0,0,0,-0.8688004257430162,1,0,0,1,0,0,0,0,0,0.3395536541178158,-0.6456871423238616,0,1,1,0,0,0,0,1,0,0.33955365411781596,Abandono
0,0,0,1,1,0.10799728354296582,1,1,1,1,0,0,0,0,1,-0.1749264929530293,-0.06280817748507848,1,0,1,0,0,0,1,0,0,-0.1749264929530292,Permanencia
1,0,1,0,0,-1.0722999485109292,1,0,0,0,1,0,0,0,0,0.3212979069636891,-0.8139254026458776,0,1,1,0,0,0,0,1,0,0.321297906963689,Abandono
0,1,0,1,0,-0.054802334671364514,1,0,1,1,1,1,0,1,1,0.35780940127194244,0.06403217845513033,1,0,0,1,0,0,1,0,0,0.3578094012719425,Permanencia
1,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,0.16861347622008319,-0.9746207310027479,0,1,1,0,0,0,0,1,0,0.1686134762200834,Abandono
1,0,1,0,0,0.2300969972037136,1,0,1,1,0,0,0,0,1,-0.2512687083248323,-0.012632241167225012,1,0,1,0,0,0,1,0,0,-0.251268708324832,Abandono
1,0,0,0,0,-1.2350995667252596,1,0,0,0,0,0,0,0,0,0.17525192973067483,-0.9378985622250662,0,1,1,0,0,1,0,0,0,0.1752519297306751,Abandono
0,0,1,1,0,1.573193847471939,1,1,1,0,0,0,0,0,1,0.5304091925473228,1.4983140750205497,0,1,0,0,1,0,1,0,0,0.5304091925473228,Permanencia
1,0,1,0,0,-0.6653009029751032,1,1,0,0,0,0,1,0,1,0.6648378761368016,-0.40984921395163865,0,1,1,0,0,0,0,1,0,0.6648378761368018,Abandono
0,1,0,1,1,0.39289661541804394,1,0,0,0,0,0,0,0,0,-1.4760633810289732,-0.6283075213047545,0,0,0,1,0,0,0,0,1,-1.4760633810289727,Permanencia
0,1,0,0,0,0.9626952791682001,1,1,0,0,0,0,0,0,1,-1.2868674559771138,-0.36842925421320843,0,0,0,0,1,1,0,0,0,-1.2868674559771136,Permanencia
0,0,0,1,0,-0.5839010938679381,1,1,0,0,0,1,1,0,1,0.8009261731039282,-0.30195440935078627,0,1,1,0,0,0,0,1,0,0.8009261731039282,Permanencia
0,0,1,0,0,-0.787400616635851,1,0,0,1,1,0,0,0,1,-0.329270537074283,-0.6828283628773848,1,0,1,0,0,0,0,1,0,-0.3292705370742827,Permanencia
0,1,0,1,0,0.39289661541804394,1,1,1,0,0,1,1,1,0,0.5221111256590834,0.4837235596386178,1,0,0,1,0,0,1,0,0,0.5221111256590834,Permanencia
1,0,0,1,0,1.084794992828948,1,1,0,1,0,0,1,1,0,1.2075314506276607,1.6588329605244343,0,1,1,0,0,0,0,1,0,1.2075314506276604,Abandono
0,1,0,0,0,-0.2583018574392774,0,0,1,1,0,0,0,1,1,-0.6661720527368041,-0.49524755479679416,1,0,1,0,0,1,0,0,0,-0.6661720527368039,Permanencia
0,1,0,0,1,0.8812954700610349,1,0,1,1,0,1,1,1,1,1.36519472150421,1.5647668645263486,0,1,0,1,0,0,0,1,0,1.36519472150421,Permanencia
0,1,0,0,0,0.3114968063108788,1,1,0,0,0,0,0,0,1,-1.3316770171736068,-0.5757937171848384,0,0,0,0,1,0,0,0,1,-1.3316770171736065,Permanencia
0,1,0,1,1,-0.990900139403764,1,1,1,1,0,1,0,1,1,0.37938437518136514,-0.720543022703112,1,0,0,0,1,0,1,0,0,0.3793843751813653,Permanencia
0,0,1,1,0,-0.29900176199286005,1,0,0,1,1,0,0,1,0,0.7859896527050976,-0.03887811554887144,0,1,1,0,0,1,0,0,0,0.7859896527050975,Permanencia
1,0,0,0,0,-1.2350995667252596,1,0,0,0,0,0,1,0,1,0.5138130587708439,-0.9409863121523188,0,1,1,0,0,0,0,1,0,0.5138130587708439,Abandono
0,0,0,1,1,0.39289661541804394,1,0,0,0,0,0,0,0,1,-1.5158941020925225,-0.6693525399805899,0,0,0,1,0,0,0,1,0,-1.515894102092522,Permanencia
0,0,0,1,1,0.7591957564002872,1,1,1,0,0,1,1,0,1,1.0100374586875625,1.2001477088310724,0,1,0,1,0,0,0,0,1,1.0100374586875625,Permanencia
0,0,0,1,1,1.0440950882753652,1,1,0,0,0,0,0,0,0,-1.3134212700194803,-0.33938234954041147,0,0,0,0,1,0,1,0,0,-1.3134212700194798,Permanencia
0,1,0,0,0,0.9626952791682001,1,1,0,1,0,0,1,1,0,1.1245507817452662,1.4564309527930317,0,1,1,0,0,0,0,1,0,1.1245507817452662,Permanencia
0,1,0,1,0,-0.8281005211894337,1,0,0,1,0,0,0,1,1,0.6747955564026888,-0.5643910978106274,0,1,1,0,0,0,1,0,0,0.674795556402689,Permanencia
0,0,0,1,1,-0.9502002348501813,1,0,0,0,0,0,0,0,0,-1.4760633810289732,-0.9293851945684987,0,0,0,1,0,0,0,0,1,-1.4760633810289727,Permanencia
0,0,0,0,0,-1.2350995667252596,1,0,0,0,0,0,0,0,0,-0.6362990119391422,-0.9681805668687642,1,0,1,0,0,0,0,1,0,-0.6362990119391418,Permanencia
0,0,0,1,1,0.5556962336323743,1,1,0,0,0,0,0,0,0,-1.3200597235300715,-0.49112320310824964,0,0,0,1,0,0,0,0,1,-1.3200597235300715,Permanencia
1,1,0,0,0,-1.0316000439573465,1,0,0,0,0,0,0,0,0,-1.5092556485819308,-0.9558736778730005,0,0,1,0,0,0,0,1,0,-1.5092556485819306,Abandono
0,1,0,1,1,-0.990900139403764,1,0,0,0,0,0,0,0,1,-0.7060027738003533,-0.8530074945822452,1,0,0,1,0,0,0,0,1,-0.7060027738003529,Permanencia
0,0,0,0,0,-0.6653009029751032,1,1,0,0,0,0,0,0,1,0.3329152006072241,-0.5072456687998326,0,1,1,0,0,0,1,0,0,0.33291520060722424,Permanencia
0,1,0,1,1,0.9219953746146176,1,0,1,0,0,0,0,1,0,-0.1749264929530293,0.38716520834210677,1,0,0,1,0,0,1,0,0,-0.1749264929530292,Permanencia
1,0,0,0,0,-0.9095003302965988,1,1,0,1,0,0,0,0,1,0.5088342186379001,-0.638982313910399,0,1,1,0,0,1,0,0,0,0.5088342186379003,Abandono
1,0,0,0,0,-0.6653009029751032,1,1,0,0,0,0,0,0,0,0.26321143874601305,-0.47859576054625375,0,1,1,0,0,0,0,1,0,0.26321143874601316,Abandono
1,0,0,0,0,-1.1129998530645118,1,1,0,0,0,0,1,0,1,0.6797743965356327,-0.7959723423545665,0,1,1,0,0,0,0,1,0,0.679774396535633,Abandono
0,0,0,0,0,0.7998956609538698,1,0,1,0,1,1,0,0,0,-0.22471489428246594,0.3365481648917886,1,0,0,1,0,0,1,0,0,-0.22471489428246563,Permanencia
1,0,0,0,1,-1.275799471278842,1,0,0,0,0,0,0,0,1,0.16363463608713982,-0.9746868970726177,0,1,1,0,0,0,0,1,0,0.16363463608713985,Abandono
1,1,1,1,0,1.5324939429183564,1,1,0,1,1,0,1,1,1,1.2689371456006326,2.1271122923489023,0,1,1,0,0,0,0,1,0,1.2689371456006324,Abandono
0,0,0,1,0,1.2068947064896955,1,1,0,0,1,0,1,1,1,1.2158295175159,1.713883130656022,0,1,1,0,0,0,0,1,0,1.2158295175158997,Permanencia
1,1,1,1,0,0.677795947293122,1,1,0,1,0,0,0,1,0,0.8407568941674776,1.0004143992510808,0,1,1,0,0,0,1,0,0,0.8407568941674775,Abandono
0,0,0,0,1,-1.1536997576180943,0,0,1,1,1,0,1,1,1,-0.24960909494718425,-0.9067122879598158,1,0,1,0,0,0,0,0,1,-0.24960909494718408,Permanencia
0,1,0,0,0,-1.1536997576180943,1,0,0,0,0,0,0,0,0,-1.492659514805452,-0.9708713203767985,0,0,1,0,0,0,0,0,1,-1.4926595148054518,Permanencia
1,0,0,1,1,-0.6246009984215207,1,0,1,0,0,1,1,0,0,0.9005029757628015,-0.3109088841398186,0,1,1,0,0,0,0,1,0,0.9005029757628015,Abandono
0,1,0,1,0,-0.7467007120822685,1,1,0,1,1,0,0,0,1,0.5951341142755905,-0.48269805687817496,0,1,1,0,0,0,0,1,0,0.5951341142755907,Permanencia
0,0,0,0,0,1.084794992828948,1,1,1,0,0,1,0,1,0,0.13210198191182987,0.7903150720581698,1,0,0,1,0,1,0,0,0,0.13210198191182992,Permanencia
0,0,0,0,0,0.5963961381859568,1,0,1,1,0,1,0,0,1,-0.1931822401071562,0.23544641013089188,1,0,0,1,0,0,0,0,1,-0.19318224010715596,Permanencia
0,0,0,1,0,1.573193847471939,1,1,0,0,0,0,0,0,1,-1.3300174037959591,-0.25105064626436613,0,0,0,0,1,1,0,0,0,-1.3300174037959585,Permanencia
1,1,0,1,1,0.5963961381859568,1,1,0,0,1,1,1,1,1,1.4149831228336465,1.2525953468811186,0,1,1,0,0,1,0,0,0,1.4149831228336465,Abandono
0,1,0,0,0,-1.1129998530645118,1,1,0,1,1,0,0,1,0,1.056506633261703,-0.784812331903211,0,1,1,0,0,0,0,1,0,1.056506633261703,Permanencia
1,0,0,1,0,-0.8688004257430162,1,0,0,0,0,0,0,0,1,-0.6860874132685788,-0.7920464888756311,1,0,1,0,0,0,0,1,0,-0.6860874132685785,Abandono
0,0,0,1,1,0.35219671086446136,1,1,0,1,1,1,1,1,1,1.4730695910513225,0.9593914359318686,0,1,0,1,0,1,0,0,0,1.4730695910513223,Permanencia
0,1,0,0,0,0.7998956609538698,1,0,1,1,0,0,1,0,1,-0.04879587625178996,0.46896852605767525,1,0,0,0,1,0,1,0,0,-0.04879587625178975,Permanencia
0,1,0,0,0,-0.9502002348501813,1,0,0,0,0,0,0,0,0,-1.4710845408960296,-0.9252167321667076,0,0,1,0,0,0,0,0,1,-1.4710845408960291,Permanencia
0,0,0,0,0,-0.9502002348501813,1,0,0,0,0,0,0,0,1,-0.6960450935344661,-0.8264528452078734,1,0,1,0,0,0,0,1,0,-0.6960450935344659,Permanencia
1,0,0,0,0,-0.9095003302965988,1,0,0,0,0,0,0,1,1,0.5154726721484918,-0.6322333747836899,0,1,1,0,0,1,0,0,0,0.5154726721484917,Abandono
0,1,0,0,1,-0.8281005211894337,1,0,0,0,0,0,0,0,0,-1.5059364218266351,-0.9117629646265359,0,0,0,0,1,1,0,0,0,-1.5059364218266347,Permanencia
1,1,0,0,0,-0.4211014756536078,1,0,0,1,0,1,0,0,1,-0.31765324343074774,-0.4791471444618346,1,0,0,1,0,0,1,0,0,-0.31765324343074747,Abandono
0,1,0,1,1,0.7998956609538698,1,0,0,1,1,1,1,0,1,0.13376159528947765,0.5308999674557116,1,0,0,1,0,0,0,1,0,0.13376159528947762,Permanencia
1,0,0,1,1,0.4335965199716265,1,0,0,0,0,0,1,0,0,-0.28446097587779,0.09704904732010923,1,0,1,0,0,0,0,1,0,-0.28446097587778985,Abandono
0,0,0,0,0,-0.787400616635851,0,0,0,0,1,0,1,1,0,-0.5168068487484943,-0.7189550370262393,1,0,1,0,0,0,0,1,0,-0.5168068487484941,Permanencia
1,0,0,0,0,-1.1943996621716768,1,1,0,0,0,0,0,0,1,0.36776708153782967,-0.8967653221227381,0,1,1,0,0,0,0,1,0,0.3677670815378296,Abandono
0,1,1,1,0,-0.6653009029751032,1,0,0,0,1,1,0,1,1,0.8905452954969142,-0.3260829694966024,0,1,1,0,0,0,0,1,0,0.8905452954969144,Permanencia
0,1,1,1,0,0.5149963290787917,1,1,0,0,0,0,0,0,0,-1.328357790418311,-0.4873958478389235,0,0,0,1,0,0,1,0,0,-1.3283577904183108,Permanencia
1,0,0,1,1,-1.1536997576180943,1,0,0,0,1,0,0,0,1,0.2997229330542664,-0.8618516925881613,0,1,1,0,0,0,0,1,0,0.2997229330542666,Abandono
0,1,1,1,0,0.06729737898938325,1,0,0,0,1,0,1,0,1,0.6797743965356327,0.26253038806422097,0,1,1,0,0,0,1,0,0,0.679774396535633,Permanencia
1,0,0,0,0,-1.1943996621716768,1,0,1,1,0,0,0,0,1,0.47730156446259014,-0.8966771006962452,0,1,1,0,0,0,0,1,0,0.47730156446259003,Abandono
1,0,0,1,0,-1.0722999485109292,1,1,0,1,1,0,1,1,1,1.3469389743500833,-0.7649184002290553,0,1,1,0,0,0,0,1,0,1.346938974350083,Abandono
1,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.4976383549383956,-0.9967643090524734,0,0,1,0,0,0,0,0,1,-1.4976383549383954,Abandono
0,1,0,1,0,1.5324939429183564,1,1,0,0,0,0,0,0,0,-1.343294310817142,-0.24487514640986108,0,0,0,0,1,1,0,0,0,-1.3432943108171418,Permanencia
1,0,0,1,1,-1.1943996621716768,0,0,1,0,0,0,0,0,0,-1.1623964526535222,-0.9649604848017724,1,0,1,0,0,0,1,0,0,-1.162396452653522,Abandono
1,1,0,0,0,0.9626952791682001,1,1,0,0,0,0,0,0,0,-1.3217193369077196,-0.4169730941409427,0,0,0,1,0,0,0,1,0,-1.3217193369077191,Abandono
1,1,1,0,0,-0.3397016665464426,1,1,0,1,0,0,1,1,1,1.2125102907606045,0.07095756043482539,0,1,1,0,0,0,0,1,0,1.2125102907606045,Abandono
1,0,1,1,0,-0.29900176199286005,1,0,0,1,1,0,1,1,1,1.1212315549899707,0.10375387573357177,0,1,1,0,0,0,0,1,0,1.1212315549899705,Abandono
0,0,0,0,0,0.8405955655074524,0,0,1,1,1,1,1,0,1,-0.3691012581378322,0.26462564694342805,1,0,0,1,0,0,0,1,0,-0.36910125813783207,Permanencia
0,0,0,1,1,-0.014102430117781927,0,0,1,1,0,0,0,0,1,-0.9814985944899027,-0.5417843572718143,1,0,1,0,0,0,0,1,0,-0.9814985944899024,Permanencia
1,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,0.170273089597731,-0.9745986756461249,0,1,1,0,0,0,0,1,0,0.1702730895977311,Abandono
1,1,0,1,1,-0.29900176199286005,1,0,0,0,0,0,1,1,1,0.852374187811013,-0.04441401006130283,0,1,0,1,0,0,0,1,0,0.8523741878110132,Abandono
0,1,0,1,1,-0.990900139403764,1,0,0,0,0,0,0,0,0,-0.6661720527368041,-0.8425753108994563,1,0,1,0,0,1,0,0,0,-0.6661720527368039,Permanencia
0,0,0,1,1,-0.21760195288569487,1,0,0,0,0,0,0,0,0,-1.4876806746725084,-0.7627569752799787,0,0,0,0,1,0,0,0,1,-1.487680674672508,Permanencia
0,1,1,1,1,0.5556962336323743,1,1,1,1,1,0,1,0,1,1.1942545436064778,0.9977457010996695,0,1,1,0,0,0,0,1,0,1.194254543606478,Permanencia
0,0,0,1,0,1.1254948973825305,0,0,1,1,1,0,0,1,0,-0.4869338079508323,0.2788734073220362,1,0,0,1,0,0,0,1,0,-0.48693380795083213,Permanencia
0,0,1,0,0,-0.5025012847607729,1,0,0,0,0,0,0,1,1,0.5553033932120411,-0.2680553262208783,0,1,1,0,0,0,0,1,0,0.5553033932120414,Permanencia
1,0,1,0,0,0.9626952791682001,1,1,0,1,1,0,1,1,1,1.3286832271959566,1.4253770106675203,0,1,0,1,0,1,0,0,0,1.3286832271959566,Abandono
1,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,1,1,0.5436860995685057,-0.9696362204058976,0,1,1,0,0,0,0,1,0,0.5436860995685057,Abandono
0,0,0,0,0,0.39289661541804394,1,0,0,0,1,1,0,1,0,0.059078993295322714,0.21325872136792012,1,0,0,0,1,0,1,0,0,0.05907899329532297,Permanencia
0,0,0,0,0,-0.6653009029751032,1,0,0,0,0,0,0,0,0,-1.4810422211619167,-0.8648732764455442,0,0,0,1,0,1,0,0,0,-1.4810422211619165,Permanencia
0,0,0,1,1,1.3289944201504433,1,1,0,1,1,1,1,1,1,1.529496445891351,2.1908081622767974,0,1,0,0,1,0,1,0,0,1.529496445891351,Permanencia
0,0,1,1,0,-0.5025012847607729,1,0,0,0,0,0,1,1,1,0.8722895483427875,-0.1851712960307713,0,1,0,1,0,1,0,0,0,0.8722895483427874,Permanencia
0,1,0,0,0,0.02659747443580066,1,0,1,0,0,1,1,0,1,0.8042453998592243,0.33010800075780483,0,1,0,0,1,0,0,1,0,0.8042453998592245,Permanencia
0,1,0,1,0,-0.4211014756536078,1,0,0,0,0,0,0,0,1,-1.4694249275183815,-0.7974059405350766,0,0,1,0,0,1,0,0,0,-1.4694249275183813,Permanencia
1,1,0,0,0,-0.990900139403764,0,0,1,0,0,0,0,0,1,-1.137502251988804,-0.9055212987021614,1,0,1,0,0,0,0,1,0,-1.1375022519888038,Abandono
0,1,0,0,0,0.4742964245252091,1,0,0,0,0,0,0,0,0,-1.4710845408960296,-0.6059654450454203,0,0,0,0,1,0,1,0,0,-1.4710845408960291,Permanencia
0,0,0,1,1,1.6138937520255214,1,1,0,0,0,0,0,0,1,-1.2769097757112267,-0.12846697415244107,0,0,0,0,1,1,0,0,0,-1.2769097757112262,Permanencia
1,1,0,0,0,-1.0316000439573465,1,1,0,0,0,0,1,1,1,0.9668875108687169,-0.7250423154542515,0,1,1,0,0,0,0,1,0,0.9668875108687167,Abandono
0,0,1,0,0,-0.5025012847607729,1,1,0,1,1,0,0,1,1,0.9751855777569564,-0.21918065594379546,0,1,1,0,0,0,0,1,0,0.9751855777569561,Permanencia
0,0,0,1,0,0.7591957564002872,1,1,0,1,0,1,1,1,1,0.46236504406375956,0.7373381054491659,1,0,0,1,0,0,1,0,0,0.4623650440637598,Permanencia
0,0,1,0,0,1.4917940383647736,1,1,1,0,1,1,1,1,0,1.5112406987372242,2.2885795581875863,0,1,0,0,1,0,1,0,0,1.511240698737224,Permanencia
1,1,0,0,0,1.0033951837217827,0,0,0,1,0,0,1,0,1,-0.8437506841451281,-0.07403435400630384,1,0,1,0,0,0,0,1,0,-0.8437506841451279,Abandono
1,1,0,0,1,0.10799728354296582,1,0,0,0,1,0,1,0,1,0.6781147831579849,0.33140926679857546,0,1,0,1,0,0,0,1,0,0.6781147831579848,Abandono
1,0,0,1,1,-1.2350995667252596,1,0,0,0,0,0,0,0,0,0.1885288367518581,-0.9405010943066077,0,1,1,0,0,0,0,1,0,0.18852883675185805,Abandono
1,1,1,0,0,-0.7060008075286859,1,0,0,0,0,0,0,1,1,0.48725924472847787,-0.49544605300640326,0,1,1,0,0,0,0,1,0,0.487259244728478,Abandono
0,1,0,1,1,-0.4211014756536078,1,0,0,0,0,0,0,0,0,-1.4860210612948603,-0.8141900669253563,0,0,0,1,0,0,0,0,1,-1.4860210612948601,Permanencia
0,1,0,0,1,0.8405955655074524,1,0,1,1,0,1,0,0,0,-0.06207278327297301,0.5029558306140763,1,0,0,1,0,0,1,0,0,-0.062072783272972706,Permanencia
0,0,0,0,0,-0.9502002348501813,1,0,0,0,0,0,1,1,1,0.7859896527050976,-0.6575529241871606,0,1,1,0,0,0,0,0,1,0.7859896527050975,Permanencia
0,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.4727441542736772,-0.9964334787031248,0,0,1,0,0,0,0,0,1,-1.472744154273677,Permanencia
0,1,0,1,1,-0.014102430117781927,1,0,0,0,0,0,0,0,0,-1.519213328847818,-0.7345922848721109,0,0,0,0,1,0,0,0,1,-1.5192133288478178,Permanencia
0,1,0,1,0,0.06729737898938325,1,1,0,1,0,0,0,1,0,0.8009261731039282,0.31802166532827353,0,1,1,0,0,0,0,0,1,0.8009261731039282,Permanencia
0,1,0,0,1,0.8812954700610349,1,0,0,1,1,1,0,0,1,-0.12347847824594489,0.4427667623892754,1,0,0,1,0,0,0,1,0,-0.12347847824594485,Permanencia
1,0,0,1,1,-1.0722999485109292,1,1,0,0,0,1,0,0,1,0.5237707390367312,-0.7835992872889332,0,1,1,0,0,0,0,1,0,0.523770739036731,Abandono
0,1,0,1,1,1.2068947064896955,1,0,0,0,0,0,0,0,0,-1.4860210612948603,-0.4563198503567891,0,0,0,1,0,1,0,0,0,-1.4860210612948601,Permanencia
1,0,0,1,1,-0.787400616635851,1,0,0,0,0,0,0,1,0,-0.2910994293883814,-0.6814829861233677,1,0,1,0,0,0,0,1,0,-0.29109942938838135,Abandono
0,0,0,1,1,-0.0955022392249471,1,0,0,0,0,0,0,0,0,-1.507596035204283,-0.7394665186858453,0,0,0,0,1,0,0,0,1,-1.5075960352042825,Permanencia
0,1,0,1,1,0.9219953746146176,1,0,0,0,0,0,0,0,0,-1.5009575816936913,-0.5526797034436911,0,0,0,1,0,0,0,0,1,-1.500957581693691,Permanencia
0,1,0,1,1,-0.6246009984215207,1,1,1,0,1,0,1,0,1,0.18686922337420986,-0.47535362312263857,1,0,0,1,0,1,0,0,0,0.18686922337420991,Permanencia
0,0,0,1,0,-1.0316000439573465,1,0,1,0,1,1,1,1,0,0.5486649397014495,-0.7495237613060393,1,0,1,0,0,1,0,0,0,0.5486649397014497,Permanencia
0,0,0,1,0,-0.5839010938679381,1,0,0,0,1,0,1,1,1,1.0365912727299285,-0.23545750913174093,0,1,1,0,0,0,1,0,0,1.0365912727299282,Permanencia
0,0,0,1,1,-1.0722999485109292,1,0,0,0,0,0,0,0,0,-0.6379586253167899,-0.8796062546698633,1,0,1,0,0,0,0,0,1,-0.6379586253167898,Permanencia
0,1,0,0,0,0.8405955655074524,1,1,0,1,1,1,0,1,1,0.30470177318721026,0.7406022982294043,1,0,0,0,1,1,0,0,0,0.3047017731872102,Permanencia
1,1,0,1,0,-0.6653009029751032,1,1,0,0,0,0,0,0,1,0.30304215980956195,-0.43894022933768206,0,1,1,0,0,1,0,0,0,0.30304215980956206,Abandono
0,1,0,1,1,0.5149963290787917,1,1,0,0,0,0,0,0,0,-1.3366558573065506,-0.5253751719441294,0,0,0,0,1,0,0,0,1,-1.3366558573065503,Permanencia
0,0,1,1,0,1.2882945155968608,1,0,1,1,1,0,0,1,0,1.071443153660534,1.8313058493181107,0,1,0,1,0,1,0,0,0,1.071443153660534,Permanencia
0,0,0,0,0,-0.5839010938679381,0,0,1,1,0,1,0,0,1,-0.8138776433474659,-0.6913637858905757,1,0,0,1,0,0,0,0,1,-0.8138776433474657,Permanencia
0,1,0,1,0,1.5324939429183564,1,1,1,0,1,1,0,1,1,0.33457481398487193,1.3394272859067844,1,0,0,0,1,0,1,0,0,0.334574813984872,Permanencia
0,1,0,0,0,1.4917940383647736,1,1,0,0,0,0,0,0,0,-1.3532519910830294,-0.2497493802235955,0,0,0,0,1,1,0,0,0,-1.353251991083029,Permanencia
0,0,0,1,1,0.3114968063108788,1,1,0,1,1,0,1,0,1,1.0498681797511114,0.7217008576032943,0,1,1,0,0,0,1,0,0,1.0498681797511111,Permanencia
1,0,0,1,1,-0.46180138020719036,1,0,0,1,1,1,1,1,1,1.2639583054676888,-0.07460779327850776,0,1,1,0,0,0,0,1,0,1.263958305467689,Abandono
1,0,0,0,0,-0.5432011893143556,1,1,1,1,0,0,0,1,1,1.0100374586875625,-0.21615907208641266,0,1,1,0,0,0,0,1,0,1.0100374586875625,Abandono
0,1,0,1,1,-0.5839010938679381,1,0,1,0,1,0,1,0,1,0.7693935189286187,-0.3435287565855792,0,1,1,0,0,0,0,0,1,0.7693935189286187,Permanencia
0,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.4827018345395648,-0.9965658108428641,0,0,1,0,0,0,0,0,1,-1.4827018345395642,Permanencia
1,1,0,0,0,-1.2350995667252596,1,1,0,0,0,0,0,1,0,-0.08862659731533935,-0.9532270350782126,1,0,1,0,0,1,0,0,0,-0.08862659731533908,Abandono
0,0,0,1,0,0.02659747443580066,0,0,1,0,1,1,1,1,0,-0.17160726619773373,-0.11600569766031484,1,0,0,0,1,1,0,0,0,-0.1716072661977336,Permanencia
1,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.507596035204283,-0.9968966411922126,0,0,1,0,0,0,0,0,1,-1.5075960352042825,Abandono
